dataset,class,k_shot,seed,support_calibration_mode,support_cal_median,support_cal_mad,support_cal_q25,support_cal_q75,support_cal_mean,support_cal_std,support_cal_count
mvtec,toothbrush,1,4,patch_split_conformal,14.401002883911133,0.0,14.401002883911133,14.401002883911133,14.401002883911133,0.0,1
mvtec,toothbrush,2,0,loio_conformal,28.624293327331543,2.4583044052124023,27.395141124725342,29.853445529937744,28.624293327331543,2.4583044052124023,2
mvtec,toothbrush,2,1,loio_conformal,25.09812355041504,2.9390811920166016,23.62858295440674,26.56766414642334,25.09812355041504,2.9390811920166016,2
mvtec,toothbrush,2,2,loio_conformal,17.35295581817627,0.7099237442016602,16.99799394607544,17.7079176902771,17.35295581817627,0.7099237442016602,2
mvtec,toothbrush,2,3,loio_conformal,26.028202056884766,1.7614822387695312,25.1474609375,26.90894317626953,26.028202056884766,1.7614822387695312,2
mvtec,toothbrush,2,4,loio_conformal,20.693084716796875,0.23640060424804688,20.57488441467285,20.8112850189209,20.693084716796875,0.23640060424804688,2
mvtec,toothbrush,4,0,loio_conformal,20.194296836853027,0.13213157653808594,19.849063396453857,20.266411304473877,19.921177864074707,0.6272092253002606,4
mvtec,toothbrush,4,1,loio_conformal,20.775567054748535,1.0806427001953125,19.519912242889404,21.507100582122803,20.251445770263672,2.084246803705251,4
mvtec,toothbrush,4,2,loio_conformal,17.651785850524902,0.6209869384765625,17.225216388702393,18.718259811401367,18.291690349578857,1.748607973787567,4
mvtec,toothbrush,4,3,loio_conformal,19.59761619567871,1.083104133605957,18.758933544158936,20.357597827911377,19.5189151763916,1.3716893958138572,4
mvtec,toothbrush,4,4,loio_conformal,19.976699829101562,0.32094764709472656,19.447150707244873,20.14294147491455,19.61339235305786,1.0260355220887543,4
mvtec,toothbrush,8,0,loio_conformal,17.7066011428833,0.3166074752807617,17.412413120269775,17.967318534851074,17.927664279937744,1.111225945887824,8
