dataset,class,k_shot,seed,support_calibration_mode,residual_index,loio_residual
mvtec,hazelnut,8,4,loio_conformal,1,20.232669830322266
mvtec,hazelnut,8,4,loio_conformal,2,23.495899200439453
mvtec,hazelnut,8,4,loio_conformal,3,18.34977149963379
mvtec,hazelnut,8,4,loio_conformal,4,19.499038696289062
mvtec,hazelnut,8,4,loio_conformal,5,19.933765411376953
mvtec,hazelnut,8,4,loio_conformal,6,18.413589477539062
mvtec,hazelnut,8,4,loio_conformal,7,23.447492599487305
mvtec,leather,1,0,patch_split_conformal,0,8.620759963989258
mvtec,leather,1,1,patch_split_conformal,0,8.347733497619629
mvtec,leather,1,2,patch_split_conformal,0,10.665010452270508
mvtec,leather,1,3,patch_split_conformal,0,6.3007121086120605
mvtec,leather,1,4,patch_split_conformal,0,7.910129070281982
mvtec,leather,2,0,loio_conformal,0,13.602478981018066
mvtec,leather,2,0,loio_conformal,1,26.80692481994629
